Draw,Date,Winning Number 1,2,3,4,5,6,Supplementary Number 1,2,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize
4363,2023-05-13,6,22,23,24,33,36,18,34,,2,4,2,4,1,0,3,2,0,14,1428571.43,156,8814.05,2250,924.90,119656,25.80,302946,15.95,1699811,8.60
4361,2023-05-06,2,8,13,17,30,35,5,34,35,4,2,3,3,2,2,1,1,0,3,1746848.08,60,10761.75,1366,715.45,63526,22.80,151249,15.00,853514,8.05
4359,2023-04-29,4,15,16,18,35,45,11,17,4,4,2,3,3,1,3,0,1,1,5,1052589.03,46,14117.40,990,992.80,51653,28.20,140510,16.25,751768,9.20
4357,2023-04-22,4,29,32,34,38,41,11,27,4,1,5,2,4,1,0,1,3,1,2,2738653.89,44,15340.10,956,1068.60,50488,30.00,138327,17.15,721755,9.95
4355,2023-04-15,4,16,23,31,39,43,17,18,4,2,4,4,2,1,1,1,2,1,7,783459.23,59,11440.35,1063,961.05,53482,28.30,140957,16.80,759823,9.45
4353,2023-04-08,4,6,9,11,13,40,18,20,,5,1,3,3,3,2,0,1,0,9,582463.60,92,7030.80,1584,618.05,73156,19.85,171036,13.30,930687,7.40
4351,2023-04-01,5,10,25,36,39,45,8,40,"10,39",2,4,4,2,2,0,1,2,1,7,775265.76,64,10471.90,1055,961.50,54260,27.70,137318,17.15,772334,9.25
4349,2023-03-25,8,9,10,14,39,42,12,31,,4,2,2,4,3,1,0,1,1,8,2500000.00,117,11699.45,2041,1015.05,109757,28.00,289783,16.60,1627628,8.95
4347,2023-03-18,1,6,15,21,43,44,34,42,1,4,2,4,2,2,1,1,0,2,3,1836034.48,50,13561.05,894,1147.90,51037,29.80,124981,19.05,775441,9.30
4345,2023-03-11,1,4,9,10,29,42,7,17,"1,9",4,2,3,3,4,0,1,0,1,3,1845890.33,76,8961.80,1237,833.35,63709,24.00,182742,13.10,856273,8.45
4343,2023-03-04,1,9,13,32,33,34,8,15,13,3,3,4,2,2,1,0,3,0,4,1335595.34,48,13727.50,1017,980.60,51947,28.45,137798,16.80,788448,8.90
4341,2023-02-25,4,12,13,15,29,45,2,27,,4,2,4,2,1,3,1,0,1,4,1317448.20,66,9859.45,1119,880.15,59197,24.65,153149,14.95,830292,8.35
4339,2023-02-18,8,11,16,24,30,34,18,21,,3,3,1,5,1,2,2,1,0,8,685236.47,74,9137.35,1464,699.05,67035,22.65,166173,14.30,888719,8.10
4337,2023-02-11,4,7,19,20,21,22,16,17,,6,0,3,3,2,2,2,0,0,16,1250000.00,168,7966.35,3102,653.00,146859,20.45,344265,13.65,1865471,7.65
4335,2023-02-04,11,27,31,34,39,45,5,28,"27,39",1,5,5,1,0,1,1,3,1,1,5291713.30,56,11687.20,1014,976.90,53279,27.55,135868,16.90,767909,9.10
4333,2023-01-28,7,24,27,30,39,44,5,38,,1,5,3,3,1,0,3,1,1,8,661518.86,60,10873.75,1129,874.65,55825,26.20,129962,17.65,784705,8.85
4331,2023-01-21,9,10,11,23,32,40,5,17,11,3,3,3,3,2,1,1,2,0,6,929236.33,70,9841.10,1165,894.95,60563,25.50,173598,13.95,864159,8.50
4329,2023-01-14,11,19,30,37,39,45,3,21,11,2,4,5,1,0,2,1,2,1,3,1945326.05,71,10122.35,1133,960.05,57914,27.85,154731,16.30,835690,9.15
4327,2023-01-07,2,9,11,17,18,38,37,41,11,5,1,3,3,2,3,0,1,0,11,909090.91,87,10815.00,1748,814.70,89349,23.60,183892,18.00,1271978,7.90
4325,2022-12-31,11,20,23,35,42,45,8,38,,2,4,4,2,0,2,1,1,2,12,3333333.34,253,10304.90,4402,896.40,225758,25.90,579674,15.80,3166476,8.75
4323,2022-12-24,4,7,8,24,32,39,17,34,8,3,3,2,4,3,0,1,2,0,7,823588.63,64,11143.40,1140,946.85,62785,25.50,157513,15.90,906174,8.40
4321,2022-12-17,3,8,28,36,37,41,9,16,,2,4,3,3,2,0,1,2,1,7,731407.21,73,8648.90,894,1068.90,47852,29.60,125297,17.70,719038,9.35
4319,2022-12-10,6,14,22,24,35,44,10,39,,3,3,1,5,1,1,2,1,1,1,5142018.08,56,11331.40,1006,954.70,50732,28.05,126952,17.55,743096,9.10
4317,2022-12-03,4,8,10,12,15,39,37,45,12,5,1,2,4,3,2,0,1,0,3,1711673.77,52,12199.50,1310,732.95,63591,22.40,122490,18.20,872509,7.75
4315,2022-11-26,12,14,22,29,31,45,11,36,"12,14,31",3,3,3,3,0,2,2,1,1,7,1428571.43,73,11322.20,1293,967.50,69472,26.70,178665,16.25,992765,8.85
4313,2022-11-19,9,12,14,23,31,43,13,29,"12,31",3,3,4,2,1,2,1,1,1,8,650262.33,62,10346.25,1030,942.60,54303,26.50,144347,15.60,771939,8.85
4311,2022-11-12,3,6,12,18,31,35,9,34,12,4,2,3,3,2,2,0,2,0,6,892735.67,78,8492.05,1381,725.95,68647,21.65,159955,14.55,872509,8.10
4309,2022-11-05,12,19,26,29,39,45,13,15,,2,4,4,2,0,2,2,1,1,4,1397486.69,51,13483.60,1188,876.10,62191,24.80,155310,15.55,840196,8.70
4307,2022-10-29,3,6,7,9,22,42,13,16,7,5,1,3,3,4,0,1,0,1,13,1538461.54,155,9117.90,2896,738.60,149070,21.25,364036,13.65,1953199,7.70
4305,2022-10-22,7,17,21,24,35,41,5,23,"7,24",3,3,5,1,1,1,2,1,1,7,717780.44,72,8602.55,1173,799.20,56056,24.80,144508,15.05,780331,8.45
4303,2022-10-15,5,7,11,12,24,40,15,28,,4,2,3,3,2,2,1,1,0,2,2547695.75,75,8374.25,1521,625.00,74069,19.00,165162,13.35,935452,7.15
4301,2022-10-08,17,20,23,33,37,45,18,22,20,2,4,5,1,0,2,1,2,1,6,875660.18,54,12026.00,1065,922.90,52512,27.75,126973,17.95,761407,9.10
4299,2022-10-01,9,20,25,30,32,40,34,35,,2,4,2,4,1,1,2,2,0,7,733492.92,68,9286.30,1072,891.55,56909,24.90,129891,17.10,770904,8.70
4297,2022-09-24,5,7,10,14,34,41,4,44,7,4,2,3,3,3,1,0,1,1,2,2631450.53,51,12746.40,928,1060.20,54435,26.80,135214,16.90,800992,8.65
4295,2022-09-17,4,7,9,21,23,25,6,11,,4,2,5,1,3,0,3,0,0,12,451772.22,146,4597.05,1840,552.10,82392,18.25,223456,10.55,989007,7.25
4293,2022-09-10,2,8,11,31,32,45,14,41,,3,3,3,3,2,1,0,2,1,7,1428571.43,69,11678.90,1241,982.80,67675,26.70,164528,17.20,1005313,8.55
4291,2022-09-03,3,6,10,18,21,39,41,43,"3,6",5,1,3,3,3,1,1,1,0,10,2000000.00,123,11151.15,2615,793.85,131519,23.40,277319,17.40,1815951,8.05
4289,2022-08-27,2,3,6,23,41,42,24,39,"6,42",3,3,3,3,3,0,1,0,2,6,919703.64,49,13938.30,943,1096.20,52197,29.35,127785,18.80,814478,8.95
4287,2022-08-20,6,16,34,35,37,42,18,40,35,2,4,2,4,1,1,0,3,1,4,1413555.61,50,13983.70,986,1073.25,49393,31.75,130550,18.80,750017,9.95
4285,2022-08-13,1,15,20,29,35,38,8,31,15,3,3,4,2,1,2,1,2,0,4,5000000.00,125,9901.85,2012,931.10,103141,26.90,268688,16.20,1457362,9.05
4283,2022-08-06,14,15,24,31,33,39,4,40,,2,4,4,2,0,2,1,3,0,0,0.00,71,12549.95,1246,1082.35,68155,29.35,170832,18.35,1010320,9.40
4281,2022-07-30,8,12,17,21,26,42,13,35,,4,2,2,4,1,2,2,0,1,14,2142857.15,200,8817.55,3339,799.35,169107,23.40,406154,15.25,2309764,8.15
4279,2022-07-23,3,20,24,32,38,40,5,31,,2,4,1,5,1,1,1,3,0,4,1362315.17,55,12202.95,1101,922.65,56640,26.60,134737,17.50,784477,9.10
4277,2022-07-16,8,11,19,23,35,37,34,42,"23,37",3,3,5,1,1,2,1,2,0,10,537806.77,69,9593.05,1625,616.50,69033,21.50,143582,16.20,932145,7.55
4275,2022-07-09,6,23,30,37,43,44,1,45,37,1,5,3,3,1,0,2,1,2,1,5380155.10,49,13531.80,989,1014.70,49887,29.80,122733,19.00,731106,9.65
4273,2022-07-02,10,15,17,31,37,42,7,11,,3,3,4,2,1,2,0,2,1,9,580525.35,78,8247.95,1037,938.95,51960,27.75,146840,15.40,724087,9.45
4271,2022-06-25,6,16,18,20,25,36,33,39,,4,2,1,5,1,3,1,1,0,7,2857142.86,109,10910.20,2301,782.20,111372,23.95,241508,17.30,1535306,8.25
4269,2022-06-18,1,11,22,27,34,37,43,44,11,3,3,4,2,1,1,2,2,0,7,731699.38,97,6526.55,1331,719.90,64046,22.15,143939,15.45,865971,7.80
4267,2022-06-11,10,11,19,21,39,45,25,35,,4,2,5,1,1,2,1,1,1,6,868291.68,57,11305.25,943,1034.25,53917,26.80,138081,16.40,818718,8.40
4265,2022-06-04,7,8,13,17,23,25,31,42,17,4,2,5,1,2,2,2,0,0,17,319939.66,99,6769.80,2468,411.00,95295,15.80,174076,13.55,1096277,6.50
4263,2022-05-28,15,17,19,28,32,33,2,24,,3,3,4,2,0,3,1,2,0,5,1114916.27,39,17585.05,1110,935.15,58234,26.40,144919,16.65,837573,8.70
4261,2022-05-21,5,9,13,23,38,41,4,43,,3,3,5,1,2,1,1,1,1,4,1393369.77,58,11811.40,1194,868.40,61585,24.95,145250,16.55,871771,8.35
4259,2022-05-14,15,20,25,27,35,39,9,21,,2,4,5,1,0,2,2,2,0,4,1300790.00,57,11300.15,946,1030.50,56045,25.80,137751,16.45,759583,9.05
4257,2022-05-07,6,7,11,13,17,45,23,43,,5,1,5,1,2,3,0,0,1,11,1818181.82,158,8019.25,2761,694.55,135323,21.00,316876,14.05,1781349,7.55
4255,2022-04-30,3,8,10,20,36,42,9,45,3,4,2,1,5,3,1,0,1,1,2,2640188.15,57,11431.10,1164,847.20,58198,25.10,137150,16.70,831237,8.35
4253,2022-04-23,3,23,31,33,39,45,17,20,23,1,5,6,0,1,0,1,3,1,2,2599115.93,50,12837.70,1010,961.90,54516,26.40,132029,17.10,751615,9.10
4251,2022-04-16,11,12,14,15,23,37,20,42,,4,2,4,2,0,4,1,1,0,4,1355719.73,63,10644.30,1112,912.70,58133,25.90,139826,16.85,846624,8.45
4249,2022-04-09,1,8,19,31,35,40,15,38,1,3,3,4,2,2,1,0,3,0,3,1799494.87,72,9262.50,1222,826.00,61249,24.45,140261,16.70,856582,8.30
4247,2022-04-02,1,4,6,15,21,27,19,41,21,5,1,4,2,3,1,2,0,0,9,606096.94,82,8236.60,1526,669.90,71577,21.15,156361,15.20,948821,7.60
4245,2022-03-26,2,8,13,21,22,33,10,27,,5,1,3,3,2,1,2,1,0,5,1146608.15,95,7448.90,1493,717.35,73909,21.50,188500,13.20,978787,7.70
4243,2022-03-19,10,24,32,34,38,43,6,25,,1,5,1,5,1,0,1,3,1,16,1250000.00,103,13144.25,2231,918.45,111120,27.35,273995,16.35,1552912,8.80
4241,2022-03-12,4,29,35,37,40,41,21,27,40,1,5,4,2,1,0,1,3,1,3,1967364.65,33,20263.20,841,1203.40,46943,31.95,128341,17.25,709534,9.55
4239,2022-03-05,2,16,18,19,30,40,9,28,16,4,2,1,5,1,3,1,1,0,4,1533628.84,69,10015.65,1237,845.55,60784,25.50,156440,14.65,844181,8.25
4237,2022-02-26,3,7,16,23,26,34,17,35,"23,34",3,3,3,3,2,1,2,1,0,7,1428571.43,78,11611.25,1924,712.45,91942,22.10,211259,14.20,1243299,7.35
4235,2022-02-19,1,5,18,20,23,34,9,35,,4,2,3,3,2,2,1,1,0,9,633095.20,63,10238.85,1231,793.10,60417,23.95,147802,14.45,848287,7.70
4233,2022-02-12,13,35,36,37,42,43,5,15,37,1,5,4,2,0,1,0,3,2,8,2500000.00,117,9942.45,1901,926.15,89419,29.20,221369,17.40,1291882,9.10
4231,2022-02-05,2,9,10,11,22,37,6,40,"9,22",5,1,3,3,3,1,1,1,0,5,1158104.80,73,8984.85,1358,731.00,67469,21.80,159308,13.65,903724,7.35
4229,2022-01-29,8,9,22,23,34,40,13,17,,3,3,2,4,2,0,2,2,0,3,1937209.61,52,12619.85,1077,922.20,57825,25.45,158540,13.70,823765,8.05
4227,2022-01-22,1,12,14,21,39,43,19,32,,4,2,4,2,1,2,1,1,1,1,5660897.24,44,14559.90,848,1143.40,47825,30.05,126597,16.75,724662,8.95
4225,2022-01-15,3,11,19,33,38,42,13,39,3,3,3,4,2,1,2,0,2,1,5,1184956.64,56,11939.00,1327,762.55,62038,24.20,152513,14.50,849288,7.95
4223,2022-01-08,3,17,20,24,27,29,9,18,20,3,3,4,2,1,2,3,0,0,10,1000000.00,103,8637.40,1780,756.45,88186,22.65,223184,13.20,1188567,7.55
4221,2021-12-31,8,14,15,20,32,43,31,35,,4,2,2,4,1,3,0,1,1,17,2352941.18,228,12287.80,4522,937.70,232822,27.00,582567,15.90,3359550,8.45
4219,2021-12-25,6,19,21,30,31,42,15,38,19,3,3,3,3,1,1,2,1,1,3,2111667.39,66,10858.85,1103,983.40,59820,26.90,148078,16.00,879400,8.25
4217,2021-12-18,1,19,25,29,36,44,21,35,,2,4,4,2,1,1,2,1,1,2,2942875.50,51,13057.95,993,1015.05,54422,27.45,133066,16.55,797990,8.45
4215,2021-12-11,6,12,27,35,37,39,2,19,39,2,4,4,2,1,1,1,3,0,6,1012907.10,68,10100.70,1016,1023.20,55278,27.85,145896,15.60,784650,8.85
4213,2021-12-04,8,24,31,39,44,45,21,41,45,1,5,3,3,1,0,1,2,2,10,587281.03,40,16614.90,962,1045.60,47995,31.05,125523,17.55,715490,9.40
4211,2021-11-27,3,5,27,34,41,45,10,24,,2,4,5,1,2,0,1,1,2,5,2000000.00,69,12050.40,1178,1068.30,66531,28.05,170248,16.15,979852,8.60
4209,2021-11-20,9,17,20,21,25,33,4,19,17,4,2,5,1,1,2,2,1,0,7,831613.44,83,7917.80,1483,670.70,73507,20.05,162214,13.40,835335,7.95
4207,2021-11-13,17,22,26,29,32,40,12,21,,2,4,2,4,0,1,3,2,0,2,3001122.85,62,10946.00,1364,753.05,63399,24.00,154210,14.55,837632,8.20
4205,2021-11-06,11,15,28,30,33,39,19,35,30,2,4,4,2,0,2,2,2,0,6,1015392.69,68,10128.15,1101,946.75,58126,26.60,150750,15.15,833581,8.35
4203,2021-10-30,4,16,26,29,30,32,37,43,"16,26,32",2,4,1,5,1,1,3,1,0,5,1205982.96,53,12826.80,1232,835.15,61215,24.90,126678,17.75,868616,7.90
4201,2021-10-23,9,10,16,22,26,32,17,38,26,4,2,1,5,2,1,2,1,0,10,621262.72,85,8249.55,1393,761.85,65138,24.15,152531,15.20,908332,7.80
4199,2021-10-16,2,7,17,26,27,38,1,19,,3,3,3,3,2,1,2,1,0,6,3333333.34,125,10069.50,2364,805.85,121941,23.15,300178,13.90,1663257,7.65
4197,2021-10-09,18,22,24,34,40,42,19,37,,2,4,0,6,0,1,2,2,1,5,1234399.86,53,13157.95,1091,967.45,57065,27.40,136896,16.85,815343,8.65
4195,2021-10-02,13,17,26,28,33,44,18,38,"28,33",2,4,3,3,0,2,2,1,1,3,3333333.34,72,12611.75,1574,873.15,82728,24.60,191751,15.70,1142446,8.05
4193,2021-09-25,6,28,29,33,36,40,26,43,"6,36",1,5,2,4,1,0,2,3,0,5,1303213.75,53,13895.95,1008,1105.85,56307,29.35,143545,17.00,836503,8.90
4191,2021-09-18,5,6,15,18,36,43,24,29,,4,2,3,3,2,2,0,1,1,6,1048320.62,69,10292.30,1110,968.35,58270,27.35,167077,14.05,839499,8.55
4189,2021-09-11,8,10,17,23,26,34,36,41,,3,3,2,4,2,1,2,1,0,4,2500000.00,94,9849.95,1812,773.40,90523,22.95,189834,16.15,1255779,7.45
4187,2021-09-04,14,29,31,33,44,45,19,26,,1,5,4,2,0,1,1,2,2,7,2857142.86,128,11232.35,2196,990.90,114175,28.25,299218,15.90,1630400,8.90
4185,2021-08-28,17,19,21,22,23,30,32,43,19,4,2,4,2,0,2,4,0,0,5,1247527.15,58,12186.30,1775,602.70,73266,21.65,140256,16.70,967584,7.40
4183,2021-08-21,6,19,34,35,40,43,22,45,19,2,4,3,3,1,1,0,3,1,5,1304946.92,46,15971.90,971,1145.20,53561,30.75,143436,16.95,800788,9.25
4181,2021-08-14,3,9,13,19,24,28,29,35,28,4,2,4,2,2,2,2,0,0,8,797532.27,114,6338.65,2041,535.85,86388,18.75,184215,13.00,1068442,6.85
4179,2021-08-07,5,11,12,22,28,36,1,9,,4,2,2,4,1,2,2,1,0,5,2000000.00,110,7532.50,1807,694.00,91524,20.30,230601,11.90,1170674,7.15
4177,2021-07-31,13,16,18,32,33,41,9,19,16,3,3,3,3,0,3,0,2,1,10,2000000.00,107,12005.05,2077,936.05,106257,27.10,272806,15.60,1521036,8.55
4175,2021-07-24,12,16,26,27,30,40,13,15,30,2,4,1,5,0,2,3,1,0,7,834643.56,69,9579.40,1309,764.25,58987,25.15,148046,14.80,820340,8.15
4173,2021-07-17,2,14,30,32,35,38,10,45,"30,38",2,4,1,5,1,1,1,3,0,6,999822.93,46,14722.45,982,1043.80,51562,29.45,127440,17.60,751755,9.10
4171,2021-07-10,22,23,28,30,34,38,16,20,,1,5,1,5,0,0,4,2,0,8,756133.42,53,12888.55,1085,952.90,57065,26.85,144728,15.65,806871,8.55
4169,2021-07-03,2,7,27,33,37,42,10,20,,2,4,4,2,2,0,1,2,1,4,1455804.95,54,12203.60,1315,758.50,63354,23.35,144937,15.05,828622,8.05
4167,2021-06-26,1,24,26,32,34,36,7,27,34,1,5,1,5,1,0,2,3,0,7,829511.77,68,9617.25,1067,927.65,50396,29.10,130253,16.60,720862,9.15
4165,2021-06-19,12,14,30,34,40,41,15,27,,2,4,1,5,0,2,1,2,1,14,1428571.43,114,11247.10,2208,878.90,101907,28.20,254457,16.70,1462643,8.85
4163,2021-06-12,5,13,15,28,37,45,1,43,,3,3,5,1,1,2,1,1,1,2,2931602.93,83,7979.40,1236,811.00,64235,23.15,149309,14.70,810907,8.25
4161,2021-06-05,1,11,24,32,33,44,20,35,,2,4,3,3,1,1,1,2,1,5,1172770.07,45,14723.15,1146,875.00,56304,26.40,126413,17.35,797342,8.40
4159,2021-05-29,2,7,16,28,30,42,22,35,7,3,3,1,5,2,1,2,0,1,7,852722.91,58,11634.70,1197,853.25,60515,25.00,157959,14.15,847823,8.05
4157,2021-05-22,6,7,9,13,23,27,1,33,,4,2,5,1,3,1,2,0,0,15,409991.02,151,4600.30,2511,418.70,98661,15.80,215764,10.65,1123442,6.25
4155,2021-05-15,5,15,16,19,20,41,4,21,41,5,1,4,2,1,4,0,0,1,4,2500000.00,94,9045.45,1378,933.90,74124,25.75,190822,14.75,1058878,8.10
4153,2021-05-08,2,4,9,26,31,41,18,25,31,3,3,3,3,3,0,1,1,1,11,1818181.82,108,12241.95,2282,876.90,113608,26.10,289674,15.10,1615060,8.25
4151,2021-05-01,5,14,18,22,31,42,1,8,31,4,2,2,4,1,2,1,1,1,6,974297.53,80,8254.25,1115,896.35,58617,25.25,159072,13.75,808989,8.25
4149,2021-04-24,2,4,8,31,32,44,35,36,44,3,3,1,5,3,0,0,2,1,6,990996.20,49,13673.35,1040,975.05,54291,27.70,124721,17.80,804054,8.40
4147,2021-04-17,5,13,17,33,38,44,22,35,,3,3,4,2,1,2,0,2,1,5,1145653.60,72,8977.05,1101,888.50,56264,25.75,141408,15.15,781424,8.35
4145,2021-04-10,7,8,20,22,26,42,14,16,,4,2,1,5,2,1,2,0,1,4,1695815.49,94,8142.10,1437,806.10,74015,23.20,184631,13.70,1044838,7.40
4143,2021-04-03,1,21,31,38,39,41,6,43,,2,4,5,1,1,0,1,3,1,6,965635.64,50,13107.25,1011,981.10,54114,27.15,120769,17.95,705792,9.40
4141,2021-03-27,2,4,12,23,24,35,15,37,,3,3,2,4,2,1,2,1,0,4,1487555.59,49,13686.05,1135,894.25,61227,24.55,137893,16.10,873001,7.75
4139,2021-03-20,8,9,13,19,22,32,15,25,22,5,1,3,3,2,2,1,1,0,8,2500000.00,140,9167.30,2387,813.75,124407,23.15,304474,13.95,1731299,7.50
4137,2021-03-13,15,17,22,27,37,40,2,4,,3,3,4,2,0,2,2,2,0,5,1165537.35,68,9707.50,1087,919.10,60015,24.65,148217,14.75,805827,8.30
4135,2021-03-06,11,16,26,32,39,42,6,30,42,2,4,2,4,0,2,1,2,1,5,1156990.80,82,7971.35,1112,889.65,54150,27.10,135261,16.00,755056,8.75
4133,2021-02-27,4,6,24,35,42,45,36,38,35,2,4,2,4,2,0,1,1,2,1,5911619.20,45,14840.80,820,1232.65,48851,30.65,123140,17.95,737895,9.15
4131,2021-02-20,3,5,9,26,35,41,28,45,3,3,3,5,1,3,0,1,1,1,2,3062082.06,59,11759.05,1093,960.70,59500,26.15,142701,16.10,873230,8.05
4129,2021-02-13,1,3,4,22,42,43,24,25,3,4,2,3,3,3,0,1,0,2,8,2500000.00,101,13772.40,2059,1022.50,109843,28.40,279356,16.50,1660993,8.45
4127,2021-02-06,3,6,8,10,12,24,36,45,"3,6",5,1,1,5,4,1,1,0,0,14,428018.10,80,8459.15,2515,407.25,93938,16.15,154242,14.55,1059772,6.45
4125,2021-01-30,3,6,15,20,30,31,2,26,6,4,2,3,3,2,2,1,1,0,4,1473168.76,79,8429.45,1442,698.95,66790,22.35,161321,13.65,886413,7.60
4123,2021-01-23,1,6,8,10,29,40,31,42,,4,2,2,4,4,0,1,1,0,9,678308.17,70,9878.90,1493,701.00,74482,20.85,143997,15.90,1007828,6.95
4121,2021-01-16,4,12,14,17,22,33,25,28,22,5,1,2,4,1,3,1,1,0,6,1052281.12,110,6475.05,1337,806.30,67533,23.65,173451,13.60,915938,7.85
4119,2021-01-09,7,9,20,22,34,45,10,12,7,4,2,3,3,2,1,1,1,1,7,1428571.43,105,9962.35,1771,893.95,92072,25.50,242401,14.30,1303810,8.10
4117,2021-01-02,5,7,14,16,17,44,26,31,5,5,1,3,3,2,3,0,0,1,19,1578947.37,235,11461.35,4649,876.85,241208,25.05,596146,14.95,3422957,7.95
4115,2020-12-26,2,5,11,21,30,32,25,42,,4,2,3,3,2,1,2,1,0,6,1061316.47,98,7341.80,1446,753.10,73412,22.00,166401,14.30,983093,7.40
4113,2020-12-19,9,16,26,35,39,41,13,33,"16,35",2,4,4,2,1,1,1,2,1,4,1536073.95,52,13373.05,1038,1013.95,50645,30.80,135176,17.05,740821,9.50
4111,2020-12-12,14,16,35,38,40,43,1,33,,2,4,2,4,0,2,0,3,1,7,883981.39,46,15163.60,1003,1052.55,49790,31.45,125637,18.40,732641,9.60
4109,2020-12-05,1,9,11,24,32,41,15,38,,3,3,4,2,2,1,1,1,1,7,906269.30,55,13017.20,1239,874.55,61431,26.15,141738,16.70,909821,7.95
4107,2020-11-28,10,18,20,34,35,37,7,41,37,3,3,2,4,1,2,0,3,0,3,2579223.01,66,13195.65,1402,940.20,70724,27.60,176777,16.30,1032701,8.50
4105,2020-11-21,2,21,27,37,39,42,7,11,27,2,4,4,2,1,0,2,2,1,11,549405.38,118,5789.40,1206,857.35,56752,27.00,170418,13.25,763827,9.05
4103,2020-11-14,6,15,23,26,27,45,2,29,15,2,4,4,2,1,1,3,0,1,1,6173193.84,56,12420.15,1023,1029.00,58408,26.70,154977,14.85,855583,8.20
4101,2020-11-07,1,3,7,8,15,35,5,10,,5,1,5,1,4,1,0,1,0,6,1028920.70,153,4561.40,1422,742.80,78118,20.05,221838,10.40,973928,7.25
4099,2020-10-31,4,13,19,26,27,34,6,15,,3,3,3,3,1,2,2,1,0,10,2000000.00,146,10629.15,2764,849.75,143238,24.30,367679,13.95,1994302,7.85
4097,2020-10-24,3,23,30,31,38,45,19,40,38,1,5,4,2,1,0,2,2,1,4,1614571.04,61,11996.30,990,1118.75,55183,29.75,146894,16.50,833106,8.90
4095,2020-10-17,5,8,12,14,16,38,3,17,"5,12",5,1,1,5,2,3,0,1,0,7,928717.27,92,7960.35,1315,842.90,66793,24.60,178599,13.60,934105,7.90
4093,2020-10-10,5,12,24,26,34,37,2,3,24,2,4,2,4,1,1,2,2,0,5,1292740.18,66,11065.30,1202,919.60,61780,26.50,159743,15.15,873543,8.45
4091,2020-10-03,3,11,21,24,29,38,36,40,,3,3,4,2,1,1,3,1,0,4,1227293.97,69,8993.85,1479,905.45,71550,28.30,150187,22.60,289814,13.95
4089,2020-09-26,1,7,22,28,36,42,11,14,1,3,3,2,4,2,0,2,1,1,10,511318.20,108,6012.90,1380,1015.45,69694,30.40,211246,16.85,379215,11.20
4087,2020-09-19,1,8,14,23,26,41,12,33,,3,3,3,3,2,1,2,0,1,7,740461.20,77,8534.10,1550,914.85,72058,29.75,167828,21.45,321405,13.35
4085,2020-09-12,12,27,28,31,36,39,6,24,,1,5,3,3,0,1,2,3,0,8,621499.92,50,12595.45,1048,1296.75,58417,35.20,151332,22.80,339299,12.10
4083,2020-09-05,2,3,13,32,37,38,29,36,13,3,3,3,3,2,1,0,3,0,5,4000000.00,134,11017.40,2592,1229.10,134902,35.70,340249,23.75,729012,13.20
4081,2020-08-29,13,16,20,25,40,44,4,28,16,3,3,2,4,0,3,1,1,1,9,555248.73,68,9304.30,1172,1164.90,58233,35.45,153820,22.50,363818,11.35
4079,2020-08-22,2,7,9,16,33,43,20,34,16,4,2,4,2,3,1,0,1,1,2,2558804.44,65,9973.75,1196,1169.70,63326,33.40,153406,23.15,309824,13.65
4077,2020-08-15,13,16,29,34,35,41,12,45,34,2,4,4,2,0,2,1,2,1,6,847199.23,68,9457.70,1077,1288.55,55796,37.60,138245,25.45,291246,14.40
4075,2020-08-08,1,11,17,18,34,42,19,43,42,4,2,3,3,1,3,0,1,1,5,1047835.76,51,13003.95,1250,1144.90,63718,33.95,155716,23.30,315895,13.70
4073,2020-08-01,8,9,23,29,38,42,13,17,9,2,4,3,3,2,0,2,1,1,6,889834.33,91,7418.05,1309,1112.80,65449,33.65,178847,20.65,401645,10.95
4071,2020-07-25,6,9,16,32,37,44,11,12,,3,3,2,4,2,1,0,2,1,10,2000000.00,185,8484.70,2935,1154.05,145635,35.15,381728,22.50,835111,12.25
4069,2020-07-18,2,18,21,22,35,43,10,37,22,4,2,3,3,1,1,2,1,1,5,1053905.78,64,10425.60,1213,1187.00,63049,34.55,157790,23.15,318762,13.65
4067,2020-07-11,22,26,27,29,32,38,30,42,,1,5,2,4,0,0,4,2,0,6,856213.56,72,9028.95,1296,1082.40,65633,32.30,154292,23.05,289485,14.65
4065,2020-07-04,17,31,33,35,39,42,36,41,35,1,5,5,1,0,1,0,4,1,3,1536277.70,51,11458.40,960,1313.55,52194,36.55,125922,25.40,245532,15.55
4063,2020-06-27,15,19,24,28,35,41,23,30,19,2,4,4,2,0,2,2,1,1,6,797002.74,46,13184.65,1045,1252.40,53799,36.80,140102,23.70,306013,12.95
4061,2020-06-20,9,11,17,19,22,29,14,21,"17,29",5,1,5,1,1,3,2,0,0,27,740740.75,233,6152.05,4148,745.70,186293,25.10,415930,18.85,765505,12.20
4059,2020-06-13,3,17,29,32,34,38,12,28,3,2,4,3,3,1,1,1,3,0,4,1223690.37,65,9535.45,1226,1090.90,58193,34.75,150187,22.60,356139,11.35
4057,2020-06-06,3,10,18,19,22,27,41,42,"3,19,22",5,1,3,3,2,2,2,0,0,4,1239024.95,61,10283.50,1738,778.85,81566,25.10,148017,23.20,258008,15.85
4055,2020-05-30,3,15,19,22,25,44,1,42,25,4,2,4,2,1,2,2,0,1,10,502546.00,70,9103.85,1344,1023.20,65990,31.50,154375,22.60,281405,14.80
