Draw,Date,Winning Number 1,2,3,4,5,6,Supplementary Number 1,2,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize
3743,2017-06-03,9,21,27,30,32,35,20,31,,2,4,4,2,1,0,3,2,0,2,2047344.47,42,13236.25,980,1224.10,52296,34.70,128374,23.70,275241,14.25
3741,2017-05-27,15,17,18,24,42,45,35,36,15,3,3,3,3,0,3,1,0,2,6,669308.39,35,15567.05,747,1573.95,43907,40.50,120141,24.80,224135,17.15
3739,2017-05-20,6,10,11,15,29,33,5,25,,4,2,4,2,2,2,1,1,0,1,4214068.62,62,9245.20,1259,982.45,63249,29.55,164443,19.10,378524,10.70
3737,2017-05-13,1,16,21,30,35,40,2,7,16,3,3,3,3,1,1,2,2,0,8,2625000.00,133,9845.50,2573,1098.20,126637,33.75,321963,22.25,730680,12.65
3735,2017-05-06,8,9,16,26,39,41,28,31,,3,3,3,3,2,1,1,1,1,4,1002288.51,37,14686.60,844,1389.35,47722,37.15,123122,24.15,269625,14.20
3733,2017-04-29,3,10,23,29,34,37,1,24,,2,4,4,2,2,0,2,2,0,5,792331.85,48,11186.20,1103,1050.45,54332,32.25,125615,23.40,265340,14.25
3731,2017-04-22,11,13,18,21,24,30,15,27,,4,2,3,3,0,3,3,0,0,15,271775.57,106,5212.55,1466,813.30,70300,25.65,174937,17.30,320099,12.15
3729,2017-04-15,3,15,26,32,40,44,16,41,"3,32",2,4,2,4,1,1,1,2,1,6,686749.11,44,12701.40,969,1244.55,48665,37.45,114694,26.65,227888,17.30
3727,2017-04-08,3,7,25,27,32,38,21,28,32,2,4,4,2,2,0,2,2,0,4,1051524.97,71,8036.30,1101,1118.30,59404,31.35,157184,19.85,336807,11.95
3725,2017-04-01,16,20,24,32,34,37,4,45,"16,20",2,4,1,5,0,2,1,3,0,9,463590.27,51,11103.60,1037,1178.40,52165,35.40,129351,23.95,251386,15.90
3723,2017-03-25,16,20,23,28,35,39,4,27,23,2,4,3,3,0,2,2,2,0,5,4200000.00,167,8232.40,2514,1180.05,131764,34.05,335276,22.45,740949,13.10
3721,2017-03-18,1,10,15,23,36,43,2,34,"1,10,15,36",3,3,4,2,2,1,1,1,1,2,2087007.71,38,14913.40,905,1351.25,50622,36.55,123494,25.10,251563,15.90
3719,2017-03-11,1,10,15,31,36,39,11,32,15,3,3,4,2,2,1,0,3,0,3,1376411.74,51,11005.10,895,1353.25,48399,37.85,124894,24.60,271511,14.60
3717,2017-03-04,9,12,15,18,28,34,1,44,,4,2,2,4,1,3,1,1,0,8,519011.07,82,6861.80,1378,881.10,64805,28.35,138016,22.30,243887,16.25
3715,2017-02-25,7,22,29,33,36,44,5,45,33,2,4,3,3,1,0,2,2,1,2,2104132.77,61,9377.35,1100,1122.15,57910,32.25,136167,23.00,290576,13.90
3713,2017-02-18,21,25,28,30,33,37,3,36,,1,5,4,2,0,0,4,2,0,15,1333333.34,116,11583.20,2450,1183.45,126726,34.60,321254,22.90,676340,14.00
3711,2017-02-11,3,18,41,42,43,45,2,21,,2,4,4,2,1,1,0,0,4,3,1410206.21,52,11043.80,1079,1148.50,64980,28.85,120504,26.10,291268,13.90
3709,2017-02-04,4,16,22,34,36,38,3,26,,3,3,0,6,1,1,1,3,0,3,1309347.09,44,12138.55,978,1178.45,49445,35.25,122662,23.85,285765,13.20
3707,2017-01-28,6,10,19,28,37,40,8,33,37,3,3,2,4,2,1,1,2,0,8,509614.77,92,6003.00,2528,471.40,76023,23.70,139924,21.60,291284,13.35
3705,2017-01-21,14,17,30,37,41,43,5,38,"30,41",2,4,4,2,0,2,1,1,2,2,2025245.12,44,12499.80,866,1370.45,45384,39.55,113565,26.50,240357,16.15
3703,2017-01-14,9,12,21,22,30,41,20,27,"22,41",4,2,3,3,1,1,3,0,1,2,2080763.55,46,12269.35,911,1336.90,52232,35.25,143002,21.60,319559,12.45
3701,2017-01-07,7,19,20,22,40,41,5,35,40,4,2,3,3,1,2,1,1,1,3,1359925.20,58,9546.55,907,1317.35,51586,35.05,139465,21.75,285808,13.65
3699,2016-12-31,4,11,16,18,31,40,17,38,4,4,2,2,4,1,3,0,2,0,23,1347826.09,254,10160.40,5178,1075.50,260815,32.30,625384,22.60,1256464,14.50
3697,2016-12-24,4,5,9,24,34,39,15,29,,3,3,3,3,3,0,1,2,0,6,757320.06,65,9479.05,1141,1165.25,56522,35.55,149446,22.55,329182,13.20
3695,2016-12-17,8,17,18,29,36,42,11,33,36,3,3,2,4,1,2,1,1,1,1,3980966.52,61,8839.70,986,1180.10,53393,32.95,140140,21.05,298978,12.70
3693,2016-12-10,5,20,25,33,34,36,27,42,,2,4,3,3,1,1,1,3,0,5,785465.13,38,14047.00,834,1381.10,47219,36.90,121018,24.15,255531,14.75
3691,2016-12-03,10,11,18,26,39,44,15,16,18,3,3,2,4,1,2,1,1,1,6,673151.01,45,12181.65,852,1388.40,49083,36.45,125593,23.90,252607,15.30
3689,2016-11-26,18,19,27,29,38,45,32,35,,2,4,4,2,0,2,2,1,1,5,822853.96,55,10161.10,1183,1019.40,56341,32.35,130417,23.45,248230,15.90
3687,2016-11-19,1,12,14,16,24,40,20,31,"1,12",4,2,1,5,1,3,1,1,0,8,518125.72,60,9372.40,1074,1129.85,54245,33.85,136617,22.55,284951,13.90
3685,2016-11-12,1,3,12,18,22,38,34,40,38,5,1,2,4,2,2,1,1,0,6,674350.43,72,7635.05,1258,942.95,62894,28.50,130563,23.05,236733,16.40
3683,2016-11-05,9,23,24,34,38,43,13,37,23,1,5,3,3,1,0,2,2,1,6,686391.84,45,12403.75,830,1451.15,47782,38.10,127521,23.95,287086,13.70
3681,2016-10-29,15,20,23,33,39,42,22,36,"39,42",2,4,4,2,0,2,1,2,1,11,1909090.91,137,10586.75,2448,1278.50,134395,35.20,339195,23.40,754693,13.55
3679,2016-10-22,16,22,35,37,39,42,29,43,22,2,4,3,3,0,1,1,3,1,1,4114177.70,68,8230.45,955,1264.60,47332,38.60,120698,25.40,277468,14.25
3677,2016-10-15,2,8,21,22,31,40,28,30,"2,21",4,2,2,4,2,0,2,2,0,8,500809.20,81,6725.15,1174,1001.25,56269,31.60,135309,22.05,271863,14.15
3675,2016-10-08,2,3,6,21,26,38,22,35,"6,26",4,2,2,4,3,0,2,1,0,2,1969658.04,44,12154.40,1076,1072.50,55346,31.55,131452,22.25,258522,14.60
3673,2016-10-01,6,14,22,26,35,37,10,31,,3,3,2,4,1,1,2,2,0,5,802260.67,72,7568.15,1095,1073.85,52156,34.10,135850,21.95,282881,13.60
3671,2016-09-24,11,12,18,25,34,45,13,37,"12,18",3,3,3,3,0,3,1,1,1,6,684477.50,46,12132.00,877,1373.15,50006,36.40,130080,23.50,295117,13.35
3669,2016-09-17,3,8,9,12,18,27,4,39,"9,18,27",5,1,3,3,3,2,1,0,0,8,521827.54,117,4840.05,2378,513.85,91015,20.30,174810,17.75,254075,15.70
3667,2016-09-10,5,7,9,13,18,27,25,42,7,5,1,5,1,3,2,1,0,0,21,200493.60,116,4917.70,2778,443.10,100528,18.50,180379,17.30,262740,15.30
3665,2016-09-03,7,23,28,32,36,40,39,41,,1,5,2,4,1,0,2,3,0,11,1909090.91,128,11093.50,2949,1039.05,145730,31.80,329577,23.60,662783,15.10
3663,2016-08-27,4,5,13,18,25,34,23,31,34,4,2,3,3,2,2,1,1,0,6,701962.71,65,8791.30,1218,1012.40,61915,30.10,158851,19.70,299512,13.45
3661,2016-08-20,8,16,23,34,42,45,3,44,"16,45",2,4,2,4,1,1,1,1,2,4,2178515.63,45,13993.60,1041,1305.35,56278,36.50,138971,24.80,291331,15.25
3659,2016-08-13,11,14,16,37,41,45,1,32,,3,3,4,2,0,3,0,1,2,0,0.00,58,9544.05,828,1442.65,43968,41.10,120111,25.25,242522,16.10
3657,2016-08-06,6,12,15,19,23,31,8,22,,4,2,4,2,1,3,1,1,0,10,408302.66,82,6761.50,1469,814.45,67158,26.95,167545,18.10,357467,10.95
3655,2016-07-30,27,32,33,37,40,45,22,38,32,0,6,4,2,0,0,1,4,1,15,1333333.34,145,9093.20,2539,1120.60,124115,34.65,305972,23.60,648375,14.35
3653,2016-07-23,4,7,10,15,22,32,6,38,"7,32",5,1,2,4,3,1,1,1,0,2,2049462.85,57,9755.90,1226,978.75,63996,28.35,141912,21.45,254582,15.40
3651,2016-07-16,1,3,7,12,24,32,2,10,,4,2,3,3,3,1,1,1,0,3,1354219.45,64,8602.95,1326,896.00,65786,27.30,164775,18.30,327130,11.85
3649,2016-07-09,13,17,21,25,33,38,11,18,,3,3,5,1,0,2,2,2,0,7,579350.82,66,8346.15,1228,967.95,56875,31.60,150678,20.00,326910,11.90
3647,2016-07-02,5,12,16,20,31,41,10,29,31,4,2,3,3,1,3,0,1,1,4,1014584.29,70,7870.35,1040,1143.10,52153,34.45,140685,21.45,310845,12.50
3645,2016-06-25,4,7,10,17,28,31,12,23,,4,2,3,3,3,1,1,1,0,12,339533.67,134,4126.50,1742,684.95,74804,24.10,181480,16.70,331683,11.75
3643,2016-06-18,1,2,13,20,39,44,4,7,39,4,2,3,3,2,2,0,1,1,14,1571428.58,127,10979.15,2445,1230.60,128451,35.40,347599,21.95,823539,11.95
3641,2016-06-11,4,10,25,32,39,45,22,26,,2,4,3,3,2,0,1,2,1,2,2080380.66,38,14850.90,872,1396.55,47365,38.90,123486,25.00,301392,13.20
3639,2016-06-04,3,12,26,27,38,43,16,44,,2,4,3,3,1,1,2,1,1,6,683262.28,71,7840.00,1315,913.45,59029,30.75,128514,23.70,234631,16.75
3637,2016-05-28,1,21,34,35,37,42,11,26,37,2,4,4,2,1,0,1,3,1,3,1379921.62,39,14396.95,754,1606.90,45106,40.60,130055,23.65,325584,12.15
3635,2016-05-21,5,11,13,14,37,39,12,32,13,4,2,5,1,1,3,0,2,0,7,572766.07,48,11326.80,1000,1173.20,50878,34.85,125291,23.75,244110,15.70
3633,2016-05-14,4,10,13,21,33,34,14,30,,4,2,3,3,2,1,1,2,0,2,2038156.43,44,12605.10,1053,1136.60,56332,32.15,137476,22.10,287054,13.65
3631,2016-05-07,1,3,14,24,31,35,8,17,24,3,3,4,2,2,1,1,2,0,10,2100000.00,140,9518.40,2410,1193.20,126448,34.40,337713,21.60,749835,12.55
3629,2016-04-30,2,20,22,24,27,30,10,26,27,3,3,1,5,1,1,4,0,0,6,668413.78,79,6888.95,1237,949.40,60327,29.45,161861,18.40,333719,11.50
3627,2016-04-23,3,10,27,32,34,36,20,26,"3,36",2,4,2,4,2,0,1,3,0,4,1001230.87,50,10875.45,913,1285.20,49007,36.20,129670,22.95,291842,13.15
3625,2016-04-16,1,3,11,29,36,42,26,33,3,3,3,4,2,2,1,1,1,1,4,1008278.58,68,8052.95,1163,1016.05,57058,31.30,141983,21.10,253535,15.25
3623,2016-04-09,3,6,18,21,23,41,16,30,23,4,2,4,2,2,1,2,0,1,7,585827.68,61,9120.85,1108,1083.55,57086,31.80,139018,21.90,285368,13.75
3621,2016-04-02,7,11,12,23,29,36,9,33,,3,3,4,2,1,2,2,1,0,3,1380313.01,79,7104.00,1662,728.65,76385,24.00,172011,17.85,291663,13.55
3619,2016-03-26,5,9,17,24,32,43,21,31,24,3,3,4,2,2,1,1,1,1,3,1382377.87,69,8141.10,1110,1092.05,53647,34.15,128837,23.85,283635,13.95
3617,2016-03-19,8,10,16,24,28,31,2,4,"8,16,28",3,3,1,5,2,1,2,1,0,19,1105263.16,175,6711.25,2788,909.05,133203,28.75,331550,19.40,639292,12.95
3615,2016-03-12,1,3,8,16,28,37,5,30,,4,2,3,3,3,1,1,1,0,1,3964758.43,73,7393.45,1098,1060.70,58439,30.15,154466,19.15,307588,12.40
3613,2016-03-05,2,11,20,26,39,45,19,33,,3,3,3,3,1,2,1,1,1,6,659447.35,38,14117.55,958,1208.40,52443,33.40,122257,24.00,272994,13.85
3611,2016-02-27,3,5,18,21,22,38,27,45,"5,22",5,1,3,3,2,1,2,1,0,6,674052.92,59,9303.55,1164,1017.60,61479,29.15,148976,20.15,286912,13.50
3609,2016-02-20,5,17,22,26,30,42,19,36,,3,3,2,4,1,1,3,0,1,13,320223.98,70,8071.00,1147,1062.90,56741,32.50,146943,21.05,308791,12.90
3607,2016-02-13,2,8,25,27,28,43,6,32,43,2,4,3,3,2,0,3,0,1,17,1176470.59,155,8579.00,2627,1092.30,131912,32.90,319796,22.75,632246,14.85
3605,2016-02-06,4,26,33,39,40,43,32,41,,1,5,3,3,1,0,1,3,1,4,1004340.96,42,12976.35,804,1462.75,42488,41.85,111311,26.80,217712,17.65
3603,2016-01-30,5,20,25,28,29,45,21,30,"20,45",2,4,4,2,1,1,3,0,1,6,659750.77,41,13125.40,989,1174.15,55583,31.60,159665,18.45,278496,13.65
3601,2016-01-23,20,24,33,41,44,45,12,29,24,1,5,3,3,0,1,1,1,3,5,802299.97,46,11840.35,783,1501.05,43012,41.30,111310,26.80,281469,13.65
3599,2016-01-16,1,3,11,13,22,24,29,30,,5,1,4,2,2,2,2,0,0,20,207714.12,80,7033.65,1787,679.50,77304,23.75,172824,17.80,277219,14.30
3597,2016-01-09,2,18,20,25,30,36,5,11,,3,3,1,5,1,2,2,1,0,4,1020496.38,77,7202.85,1045,1145.25,57618,31.40,172496,17.60,380260,10.30
3595,2016-01-02,3,10,31,40,44,45,37,38,,2,4,3,3,2,0,0,2,2,15,2000000.00,156,11852.30,3186,1252.30,166669,36.20,418204,24.20,869649,15.00
3593,2015-12-26,5,9,25,34,35,36,29,42,34,2,4,4,2,2,0,1,3,0,9,445935.26,30,18141.85,861,1364.05,47590,37.30,119905,24.85,253178,15.15
3591,2015-12-19,3,6,11,24,33,34,1,4,"6,11",3,3,3,3,2,1,1,2,0,2,1961964.00,50,10679.40,1021,1128.55,54637,31.90,134839,21.70,318376,11.85
3589,2015-12-12,6,7,8,11,31,40,22,30,40,4,2,3,3,3,1,0,2,0,5,785673.82,57,9356.80,1147,1003.40,66181,26.30,154027,18.95,280838,13.40
3587,2015-12-05,15,18,28,32,40,42,7,14,18,2,4,1,5,0,2,1,2,1,6,664754.87,53,10232.85,949,1233.20,49846,35.50,127214,23.35,326041,11.75
3585,2015-11-28,1,9,17,18,24,34,26,36,9,4,2,3,3,2,2,1,1,0,4,1010231.28,71,7732.45,981,1207.65,53628,33.40,130384,23.05,271073,14.30
3583,2015-11-21,6,9,10,11,35,37,15,31,"6,10,37",4,2,4,2,3,1,0,2,0,3,1399298.98,51,11158.65,988,1242.95,53082,35.00,134804,23.10,293717,13.65
3581,2015-11-14,6,10,21,28,37,42,14,39,6,3,3,2,4,2,0,2,1,1,12,349831.76,61,9348.90,1330,925.25,59503,31.25,150223,20.80,245397,16.40
3579,2015-11-07,4,6,17,31,38,39,23,37,,3,3,3,3,2,1,0,3,0,2,2001899.76,43,12646.60,834,1407.05,44039,40.30,116181,25.60,261262,14.70
3577,2015-10-31,10,14,19,20,27,37,13,29,37,4,2,3,3,1,3,1,1,0,20,1000000.00,177,8099.20,3386,913.60,156032,30.00,388672,20.20,866064,11.65
3575,2015-10-24,1,15,18,29,37,40,8,30,,3,3,4,2,1,2,1,2,0,6,666139.21,38,14304.00,913,1284.70,49568,35.80,135288,22.00,296512,12.95
3573,2015-10-17,2,7,10,13,23,24,8,21,7,4,2,3,3,3,1,2,0,0,7,570620.56,106,5110.85,1679,696.25,74084,23.85,185872,15.95,338046,11.30
3571,2015-10-10,1,5,7,8,15,39,30,34,7,5,1,5,1,4,1,0,1,0,2,2021399.92,62,8854.15,1334,888.00,68869,26.00,135346,22.20,246008,15.75
3569,2015-10-03,3,6,7,21,22,43,14,39,22,5,1,4,2,3,0,2,0,1,4,1028850.70,80,6986.15,1233,978.15,63360,28.80,146133,20.95,241047,16.35
3567,2015-09-26,5,12,13,17,22,26,4,44,5,5,1,3,3,1,3,2,0,0,5,823417.86,62,9008.30,1453,829.45,70462,25.85,157451,19.40,291921,13.50
3565,2015-09-19,4,5,16,29,32,44,19,37,"16,29",3,3,2,4,2,1,1,1,1,4,1049345.75,60,9476.35,989,1240.60,50868,36.45,132324,23.50,298954,13.40
3563,2015-09-12,16,17,21,29,38,42,11,27,42,3,3,3,3,0,2,2,1,1,6,711872.69,48,12086.95,998,1254.45,50745,37.30,148239,21.40,399929,10.25
3561,2015-09-05,5,13,27,31,37,42,18,30,"27,37",2,4,5,1,1,1,1,2,1,28,750000.00,191,7847.55,3810,848.95,164884,29.65,386917,21.20,793372,13.30
3559,2015-08-29,11,18,26,27,37,39,5,30,"18,27",2,4,4,2,0,2,2,2,0,2,2107809.01,55,10421.70,1018,1215.00,55763,33.55,148461,21.15,314987,12.85
3557,2015-08-22,4,13,18,27,30,36,5,32,36,3,3,2,4,1,2,2,1,0,18,235440.11,90,6395.20,1910,650.25,75714,24.80,155624,20.25,268113,15.15
3555,2015-08-15,6,12,23,26,28,36,27,43,28,2,4,1,5,1,1,3,1,0,17,240226.75,76,7290.75,1485,805.15,66859,27.05,143228,21.20,275826,14.15
3553,2015-08-08,1,13,24,28,29,33,14,20,29,2,4,4,2,1,1,3,1,0,2,2107800.94,44,12991.80,1117,1104.35,59107,31.55,140592,22.25,296277,13.60
3551,2015-08-01,6,10,15,16,17,29,18,33,,5,1,3,3,2,3,1,0,0,17,1235294.12,156,9225.15,2886,1076.05,146597,32.05,359177,21.95,713483,14.25
3549,2015-07-25,7,8,13,20,23,32,26,34,13,4,2,3,3,2,2,1,1,0,3,1415048.16,93,6200.65,1437,865.95,72190,26.05,163967,19.25,261880,15.55
3547,2015-07-18,3,11,13,29,38,42,15,19,,3,3,4,2,1,2,1,1,1,5,835719.07,94,6030.40,1351,905.40,64486,28.70,164384,18.90,328486,12.15
3545,2015-07-11,14,23,24,28,41,45,5,43,,1,5,3,3,0,1,3,0,2,4,1050434.78,51,11173.70,860,1429.90,47845,38.85,129029,24.15,255246,15.75
3543,2015-07-04,8,15,25,30,31,44,4,14,"15,30",2,4,3,3,1,1,2,1,1,2,2136327.52,60,9662.65,966,1295.10,51854,36.50,137989,23.00,323076,12.65
3541,2015-06-27,15,17,29,30,32,39,21,41,39,2,4,4,2,0,2,2,2,0,2,2171670.84,43,13705.95,904,1406.80,49003,39.25,122948,26.25,255640,16.25
3539,2015-06-20,8,10,22,27,39,44,20,25,8,3,3,2,4,2,0,2,1,1,22,1000000.00,198,7871.85,3490,963.70,160550,31.70,382325,22.30,822935,13.35
3537,2015-06-13,8,20,36,38,43,45,16,29,,2,4,2,4,1,1,0,2,2,3,1420218.40,56,10331.85,894,1396.55,51928,36.35,147834,21.40,278969,14.65
3535,2015-06-06,15,29,31,32,33,39,12,22,,1,5,5,1,0,1,1,4,0,6,722023.73,40,14665.40,878,1441.75,50394,38.00,127803,25.10,327763,12.60
3533,2015-05-30,16,20,23,36,38,43,13,19,38,2,4,2,4,0,2,1,2,1,3,1440094.64,51,11503.60,993,1274.90,50673,37.80,138728,23.15,359921,11.50
3531,2015-05-23,1,2,31,38,39,45,26,34,45,2,4,4,2,2,0,0,3,1,4,1021747.62,42,13196.60,808,1480.25,41136,43.95,108223,28.05,237375,16.45
3529,2015-05-16,10,15,16,26,30,45,12,21,,3,3,2,4,1,2,2,0,1,5,833829.87,76,7454.90,1118,1093.55,56139,32.95,145482,21.30,321521,12.45
3527,2015-05-09,4,13,27,29,31,32,34,36,,2,4,4,2,1,1,2,2,0,17,1235294.12,175,8911.45,3223,1044.15,164261,31.00,383639,22.25,750479,14.65
3525,2015-05-02,6,15,18,23,35,43,16,44,,3,3,4,2,1,2,1,1,1,3,1388141.84,45,12547.10,1065,1144.05,53741,34.30,115880,26.65,230693,17.25
3523,2015-04-25,5,7,12,20,29,42,11,30,,4,2,3,3,2,2,1,0,1,4,983996.06,56,9534.75,1252,920.30,59800,29.15,160735,18.20,318689,11.80
3521,2015-04-18,4,14,16,18,26,27,5,10,,4,2,1,5,1,3,2,0,0,4,1059075.20,69,8323.10,1212,1022.50,63727,29.40,165168,19.05,360989,11.20
3519,2015-04-11,3,7,13,21,24,30,4,27,24,4,2,4,2,2,1,3,0,0,13,316393.49,146,3820.90,2219,542.50,85268,21.35,201386,15.15,352829,11.15
3517,2015-04-04,1,24,34,40,44,45,16,20,,1,5,2,4,1,0,1,2,2,8,525190.66,55,10353.40,848,1449.05,50876,36.50,132144,23.60,270022,14.85
3515,2015-03-28,13,16,17,18,25,29,26,27,16,4,2,4,2,0,4,2,0,0,13,1615384.62,190,7972.50,3023,1081.30,154902,31.90,399095,20.80,784105,13.60
3513,2015-03-21,2,11,12,16,24,39,42,43,,4,2,2,4,1,3,1,1,0,9,473896.05,48,12066.85,1080,1157.30,55947,33.80,121394,26.10,233645,17.50
3511,2015-03-14,7,9,17,26,42,43,24,29,,3,3,4,2,2,1,1,0,2,3,1422427.65,44,13144.90,1004,1243.10,55124,34.25,140595,22.50,292136,13.95
3509,2015-03-07,3,6,24,40,41,44,25,26,,2,4,2,4,2,0,1,1,2,2,2146570.61,53,10982.90,910,1380.35,46390,40.95,123719,25.75,273432,15.00
3507,2015-02-28,1,11,14,33,37,45,22,41,11,3,3,5,1,1,2,0,2,1,5,862236.02,58,10085.00,950,1328.65,53124,35.95,140740,22.75,249872,16.50
3505,2015-02-21,5,10,11,24,39,41,3,18,24,3,3,4,2,2,1,1,1,1,2,2146470.27,36,16211.20,926,1360.00,51151,37.25,137999,23.15,333766,12.35
3503,2015-02-14,16,22,24,35,37,42,29,36,,2,4,2,4,0,1,2,2,1,9,2222222.23,166,10057.85,2898,1243.20,149505,36.45,378699,24.15,841740,14.00
3501,2015-02-07,9,19,30,33,41,44,35,36,"9,19,33",2,4,4,2,1,1,1,1,2,7,608243.80,64,9025.65,1097,1136.25,50884,37.05,127891,24.70,246975,16.50
3499,2015-01-31,9,15,19,26,33,36,4,45,,3,3,4,2,1,2,1,2,0,5,845849.21,57,10061.50,1184,1045.25,58270,32.10,142924,21.95,268721,15.05
3497,2015-01-24,10,12,30,34,42,44,1,32,"10,30",2,4,0,6,1,1,1,1,2,3,1423350.75,38,15271.95,997,1256.05,50931,37.20,122525,25.95,244485,16.75
3495,2015-01-17,1,10,16,30,33,41,28,32,,3,3,3,3,2,1,1,1,1,4,1047259.51,52,10948.30,1046,1174.50,49151,37.80,124505,25.05,262632,15.30
3493,2015-01-10,4,19,24,25,27,34,33,41,,2,4,3,3,1,1,3,1,0,4,1057519.12,50,11489.10,1069,1159.60,57599,32.55,123235,25.50,260822,15.55
3491,2015-01-03,18,21,35,38,39,43,13,27,"39,43",2,4,4,2,0,1,1,3,1,11,2727272.73,230,9814.85,4196,1160.95,218426,33.70,556504,22.20,1281101,12.45
3489,2014-12-27,7,16,20,33,39,43,3,41,,3,3,4,2,1,2,0,2,1,9,471528.56,59,9767.20,978,1271.50,49391,38.05,130865,24.10,254257,16.00
3487,2014-12-20,6,8,9,19,21,41,2,34,"6,21",5,1,4,2,3,1,1,0,1,7,602183.67,69,8281.95,1260,978.70,62010,30.05,150222,20.80,258358,15.60
3485,2014-12-13,6,11,16,17,21,44,18,40,,5,1,3,3,1,3,1,0,1,10,409216.05,59,9421.95,1119,1072.00,57317,31.65,134143,22.70,256343,15.30
3483,2014-12-06,1,5,13,36,38,39,4,23,36,3,3,4,2,2,1,0,3,0,4,1051341.20,42,13563.80,866,1419.50,48369,38.45,133696,23.30,314692,12.75
3481,2014-11-29,18,28,31,36,41,42,13,27,"31,42",1,5,2,4,0,1,1,2,2,2,2118371.81,47,12217.00,945,1311.15,50377,37.20,135213,23.25,377829,10.70
3479,2014-11-22,1,5,14,23,31,42,10,44,42,3,3,4,2,2,1,1,1,1,2,2152652.14,50,11686.10,1043,1208.90,55549,34.30,136513,23.45,266628,15.45
3477,2014-11-15,4,9,13,37,42,43,1,23,,3,3,4,2,2,1,0,1,2,3,1434203.41,45,12972.30,953,1321.80,51902,36.70,140391,22.75,306112,13.45
3475,2014-11-08,16,19,20,22,27,35,23,24,,4,2,3,3,0,3,2,1,0,1,4283648.80,63,9222.35,1046,1198.60,57735,32.85,146039,21.80,278300,14.70
3473,2014-11-01,9,15,21,24,30,42,1,2,,3,3,3,3,1,1,3,0,1,14,1500000.00,156,9544.25,2795,1149.50,143063,33.95,361587,22.55,740164,14.20
3471,2014-10-25,11,12,17,36,38,44,9,31,,3,3,2,4,0,3,0,2,1,3,1447634.93,39,15096.70,907,1400.80,50581,38.00,130723,24.65,291044,14.25
3469,2014-10-18,5,7,8,9,27,34,23,31,,4,2,4,2,4,0,1,1,0,6,704626.33,80,7170.15,1377,898.90,73722,25.40,177044,17.75,313242,12.90
3467,2014-10-11,3,11,13,21,42,44,26,32,44,4,2,4,2,1,2,1,0,2,5,829361.68,61,9226.65,1198,1013.80,63204,29.05,143924,21.40,261248,15.20
3465,2014-10-04,6,20,22,29,32,44,38,41,"6,20",3,3,1,5,1,1,2,1,1,3,1403272.79,39,14656.15,961,1283.50,48795,38.20,119151,26.25,241635,16.70
3463,2014-09-27,1,6,16,20,25,36,24,33,1,4,2,2,4,2,2,1,1,0,12,361126.80,42,14009.25,1203,1055.45,60278,31.85,136992,23.50,267082,15.55
3461,2014-09-20,1,12,22,27,38,40,20,32,1,3,3,2,4,1,1,2,2,0,6,3333333.34,162,8904.40,2845,1094.10,145509,32.35,351152,22.50,690852,14.75
3459,2014-09-13,1,5,10,14,29,33,9,22,10,4,2,4,2,3,1,1,1,0,8,554821.45,71,8467.15,1275,1017.45,62810,31.25,164405,20.00,341313,12.40
3457,2014-09-06,4,10,17,27,34,43,18,26,,3,3,3,3,2,1,1,1,1,6,754800.43,86,7145.70,1260,1052.45,62484,32.10,146645,22.95,322020,13.45
3455,2014-08-30,2,14,24,37,40,44,18,33,40,2,4,1,5,1,1,1,2,1,4,1116284.39,51,11894.90,973,1345.40,50956,38.85,127312,26.10,279795,15.30
3453,2014-08-23,11,29,30,40,41,43,2,4,,1,5,4,2,0,1,2,1,2,3,1438292.08,49,11934.35,951,1326.90,51644,36.95,130662,24.50,294146,14.00
3451,2014-08-16,2,3,15,16,18,24,25,31,,5,1,2,4,2,3,1,0,0,6,715660.57,52,11192.40,1091,1151.15,57747,32.90,143216,22.25,283572,14.45
3449,2014-08-09,23,26,27,30,31,41,16,38,"26,30",0,6,4,2,0,0,4,1,1,8,2625000.00,142,9948.70,2448,1245.30,128715,35.80,323106,23.95,655016,15.20
3447,2014-08-02,7,10,12,26,30,36,15,32,"7,12",3,3,1,5,2,1,2,1,0,11,400009.97,92,6489.10,1738,741.25,73309,26.55,153858,21.25,268105,15.70
3445,2014-07-26,5,7,12,28,40,45,20,37,28,3,3,3,3,2,1,1,1,1,9,477627.84,64,9121.95,1374,916.90,63829,29.85,150713,21.20,287151,14.35
3443,2014-07-19,4,8,13,27,28,42,6,26,42,3,3,2,4,2,1,2,0,1,7,624516.12,100,5933.10,1482,863.90,73567,26.30,167817,19.35,325764,12.85
3441,2014-07-12,1,3,15,19,42,44,36,37,,4,2,4,2,2,2,0,0,2,3,1385235.16,54,10430.25,1057,1149.85,56443,32.55,141393,21.80,251936,15.75
3439,2014-07-05,5,7,14,20,31,39,18,27,20,4,2,4,2,2,2,0,2,0,6,708049.82,76,7594.75,1378,903.90,64368,29.25,168426,18.75,367360,11.10
3437,2014-06-28,1,17,20,40,42,44,5,30,1,3,3,2,4,1,2,0,1,2,17,1294117.65,150,10055.10,2679,1214.90,147929,33.25,395100,20.90,892068,11.90
