Draw,Date,Winning Number 1,2,3,4,5,6,7,Supplementary Number 1,2,3,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
1108,2015-05-12,13,24,27,28,30,33,43,4,25,,,1,6,4,3,0,1,4,1,1,0,0.00,5,37017.15,84,4536.40,617,317.60,5242,43.60,114400,22.85,204109,14.35
1107,2015-05-05,2,17,18,21,29,37,45,11,38,,"2,29,45",4,3,5,2,1,2,2,1,1,0,0.00,1,146689.80,100,3020.10,468,331.90,4062,44.60,88846,23.30,157535,14.75
1106,2015-04-28,2,29,30,34,35,41,45,3,19,,2,1,6,4,3,1,0,2,2,2,0,0.00,2,51400.25,41,5162.15,287,379.25,2330,54.50,54029,26.85,105119,15.45
1105,2015-04-21,2,8,10,25,28,33,37,1,41,,"2,33",3,4,3,4,3,0,2,2,0,0,0.00,5,16205.75,38,4390.10,226,379.65,2097,47.75,49315,23.20,87292,14.70
1104,2015-04-14,2,3,12,24,33,42,45,6,19,,42,3,4,3,4,2,1,1,1,2,2,20000000.00,22,21149.35,218,4394.20,1556,316.60,11978,48.00,273524,24.00,505358,14.55
1103,2015-04-07,10,11,14,22,26,36,42,34,45,,,4,3,1,6,1,2,2,1,1,0,0.00,8,31089.70,130,3938.95,810,325.10,7254,42.35,156409,22.45,257260,15.30
1102,2015-03-31,3,4,16,17,29,32,44,33,34,,"4,16",4,3,3,4,2,2,1,1,1,0,0.00,8,19934.30,84,3908.70,528,319.80,4314,45.65,94171,23.90,165534,15.25
1101,2015-03-24,4,11,16,24,28,33,45,41,44,,"4,16",3,4,3,4,1,2,2,1,1,0,0.00,6,21429.30,60,4411.90,371,366.95,3518,45.15,79424,22.85,132461,15.35
1100,2015-03-17,4,5,14,15,16,29,42,10,36,,5,5,2,3,4,2,3,1,0,1,0,0.00,3,32006.45,34,5814.30,261,389.55,2577,46.05,56888,23.85,104490,14.55
1099,2015-03-10,3,5,22,25,27,36,45,41,44,,5,3,4,5,2,2,0,3,1,1,0,0.00,1,76592.45,39,4043.35,221,366.95,2278,41.55,49750,21.75,77004,15.75
1098,2015-03-03,5,19,20,23,26,31,43,21,35,,"23,31",3,4,5,2,1,2,2,1,1,1,5000000.00,2,52481.85,52,4155.80,329,337.80,3145,41.25,68063,21.75,118367,14.05
1097,2015-02-24,3,4,6,18,21,23,31,26,37,,"4,31",5,2,4,3,3,1,2,1,0,0,0.00,2,38257.55,50,3150.60,285,284.25,2495,37.90,53925,20.05,86834,13.95
1096,2015-02-17,2,4,19,25,30,31,38,11,22,,,3,4,3,4,2,1,2,2,0,1,5000000.00,0,0.00,45,6680.55,326,319.20,2440,49.75,58504,23.70,114519,13.60
1095,2015-02-10,6,32,36,39,40,42,44,28,38,,36,1,6,1,6,1,0,0,4,2,0,0.00,5,15316.65,47,3354.70,380,213.40,1783,53.05,42014,25.75,73730,16.45
1094,2015-02-03,2,5,7,10,11,12,36,4,14,,7,6,1,3,4,4,2,0,1,0,1,5000000.00,6,18056.90,89,2506.25,637,180.10,4309,31.05,84498,18.10,144877,11.85
1093,2015-01-27,1,7,9,30,31,35,40,13,39,,31,3,4,5,2,3,0,1,3,0,0,0.00,5,16413.90,38,4446.50,270,321.85,2201,46.05,50394,23.00,91018,14.25
1092,2015-01-20,2,14,15,20,28,31,34,29,42,,,4,3,2,5,1,3,1,2,0,2,10000000.00,7,38365.20,130,4253.15,867,327.95,7430,44.65,163181,23.25,285824,14.85
1091,2015-01-13,23,24,33,36,38,40,44,20,37,,40,0,7,2,5,0,0,2,4,1,0,0.00,3,70523.65,98,4444.75,581,385.55,5395,48.45,121806,24.50,218490,15.30
1090,2015-01-06,2,6,11,19,35,39,40,8,22,,"19,35",4,3,4,3,2,2,0,3,0,0,0.00,6,25889.10,83,3853.10,582,282.60,4136,46.40,96251,22.80,177427,13.85
1089,2014-12-30,4,7,19,26,35,41,43,23,31,,19,3,4,5,2,2,1,1,1,2,0,0.00,3,29366.00,54,3358.85,342,272.75,2278,47.75,53671,23.15,99679,14.00
1088,2014-12-23,6,13,17,19,25,34,37,12,45,,25,4,3,5,2,1,3,1,2,0,0,0.00,3,27303.95,43,3921.90,251,345.55,2484,40.75,52177,22.15,87556,14.80
1087,2014-12-16,4,11,20,21,25,42,45,1,23,,"21,25,42",4,3,4,3,1,2,2,0,2,1,30000000.00,5,64735.70,130,5126.15,1024,334.70,8229,48.60,195987,23.30,358345,14.30
1086,2014-12-09,7,13,15,21,25,42,43,22,27,,"15,21",4,3,6,1,1,2,2,0,2,0,0.00,5,50741.75,150,3482.30,854,314.55,6871,45.60,158631,22.60,289491,13.85
1085,2014-12-02,1,15,21,29,35,36,45,19,40,,,3,4,6,1,1,1,2,2,1,0,0.00,2,96866.20,87,4584.60,595,344.75,5016,47.70,117932,23.20,216268,14.15
1084,2014-11-25,8,9,13,16,24,25,42,4,33,,,4,3,3,4,2,2,2,0,1,0,0.00,3,52281.95,66,4892.70,510,325.65,4363,44.40,99130,22.35,177144,14.00
1083,2014-11-18,14,28,29,30,37,38,44,9,34,,,1,6,2,5,0,1,3,2,1,0,0.00,2,52227.35,47,4575.60,295,374.90,2567,50.25,58367,25.25,107187,15.40
1082,2014-11-11,2,10,21,25,33,41,43,4,31,,"21,25",3,4,5,2,2,0,2,1,2,0,0.00,0,0.00,22,10878.85,221,374.85,1707,56.60,42312,26.10,77847,15.90
1081,2014-11-04,13,14,18,21,23,25,31,2,38,,21,4,3,5,2,0,3,3,1,0,1,15000000.00,5,34154.55,132,2663.55,559,323.45,5051,41.75,108178,22.30,185485,14.55
1080,2014-10-28,6,9,20,21,22,38,40,2,18,,6,5,2,2,5,2,1,2,2,0,0,0.00,2,70676.05,52,5596.50,421,355.50,3585,48.70,83330,23.95,156708,14.25
1079,2014-10-21,6,14,17,19,25,32,34,5,41,,17,4,3,3,4,1,3,1,2,0,0,0.00,4,25368.80,51,4096.45,304,353.45,2663,47.05,58597,24.45,102621,15.65
1078,2014-10-14,3,12,17,21,24,38,45,2,19,,3,4,3,4,3,1,2,2,1,1,0,0.00,3,24722.30,29,5265.40,202,388.75,2047,44.75,44677,23.45,83018,14.15
1077,2014-10-07,3,6,15,19,20,23,28,2,31,,,5,2,4,3,2,3,2,0,0,1,5000000.00,1,89443.20,59,3121.15,366,258.75,3136,35.25,64736,19.50,107308,13.20
1076,2014-09-30,10,14,27,30,34,36,40,4,17,,,2,5,1,6,1,1,2,3,0,0,0.00,4,19250.50,56,2830.95,309,263.85,2337,40.70,47317,22.95,83656,14.55
1075,2014-09-23,6,15,16,22,35,39,43,2,40,,15,4,3,4,3,1,2,1,2,1,1,15000000.00,6,28648.95,90,3932.20,451,403.55,4225,50.25,96101,25.25,171664,15.85
1074,2014-09-16,13,15,31,33,34,36,45,2,32,,15,2,5,5,2,0,2,0,4,1,0,0.00,5,28349.40,64,4559.90,400,375.20,3422,51.15,79786,25.10,137135,16.35
1073,2014-09-09,15,23,25,28,38,43,44,8,41,,"15,43",1,6,4,3,0,1,3,1,2,0,0.00,5,21390.90,54,4077.80,347,326.35,2678,49.35,60355,25.00,112032,15.10
1072,2014-09-02,1,3,9,15,29,40,43,18,39,,3,4,3,6,1,3,1,1,1,1,0,0.00,2,43175.25,34,5228.85,277,330.05,2228,47.90,55062,22.15,93831,14.55
1071,2014-08-26,2,3,4,12,17,26,32,8,22,,,5,2,2,5,3,2,1,1,0,1,15000000.00,9,24834.25,102,4511.40,837,282.75,6253,44.15,142822,22.10,275205,12.85
1070,2014-08-19,1,5,7,31,33,41,43,38,42,,"5,41,43",3,4,7,0,3,0,0,2,2,0,0.00,2,70431.95,71,4084.70,341,437.40,3781,46.00,83489,23.80,137429,16.20
1069,2014-08-12,3,5,29,32,37,41,43,16,36,,3,2,5,6,1,2,0,1,2,2,0,0.00,0,0.00,26,10779.25,212,457.60,2123,53.30,48995,26.40,87903,16.50
1068,2014-08-05,3,9,21,25,33,35,42,16,38,,,3,4,6,1,2,0,2,2,1,0,0.00,5,15551.70,27,5929.30,218,377.65,1946,49.35,45815,23.95,76825,16.00
1067,2014-07-29,1,10,15,30,31,38,43,22,35,,,3,4,4,3,2,1,1,2,1,2,7500000.00,7,25859.15,103,3618.20,559,342.85,4462,50.10,102922,24.85,188872,15.15
1066,2014-07-22,3,16,17,19,24,25,35,14,33,,3,4,3,5,2,1,3,2,1,0,0,0.00,2,75774.20,85,3670.70,452,355.00,4031,46.45,94554,22.65,163577,14.65
1065,2014-07-15,1,3,10,14,22,29,37,13,15,,14,5,2,4,3,3,1,2,1,0,0,0.00,0,0.00,65,4790.90,346,311.55,2893,43.45,65578,21.90,118198,13.65
1064,2014-07-08,7,14,28,30,39,41,42,8,34,,,2,5,3,4,1,1,2,1,2,0,0.00,1,82150.35,40,4228.35,203,428.50,2341,43.35,49810,23.30,83695,15.55
1063,2014-07-01,1,10,11,15,19,20,44,4,28,,,6,1,4,3,2,4,0,0,1,1,10000000.00,5,30360.10,83,3765.45,644,249.60,4608,40.70,100823,21.25,192710,12.45
1062,2014-06-24,8,12,26,32,36,40,41,2,10,,"36,41",2,5,1,6,1,1,1,3,1,0,0.00,4,23817.40,50,3922.85,331,304.75,2435,48.35,55562,24.20,98243,15.35
1061,2014-06-17,1,3,7,23,36,37,41,10,32,,1,3,4,6,1,3,0,1,2,1,0,0.00,4,20804.15,41,4178.75,231,381.45,2234,46.00,51217,22.95,88006,14.95
1060,2014-06-10,1,2,16,17,32,34,44,5,35,,,4,3,2,5,2,2,0,2,1,1,5000000.00,1,94426.65,32,6075.25,255,392.10,2032,57.40,48939,27.25,89929,16.60
1059,2014-06-03,5,8,14,20,21,35,40,22,41,,40,5,2,3,4,2,2,1,2,0,0,0.00,1,83910.20,43,4017.60,263,337.80,2438,42.50,54804,21.60,88105,15.05
1058,2014-05-27,2,3,12,19,23,32,40,6,37,,,4,3,3,4,2,2,1,2,0,2,15000000.00,18,20667.10,188,4073.95,1217,323.65,10266,44.75,228698,22.95,410008,14.35
1057,2014-05-20,4,5,7,16,26,31,39,9,32,,"4,26",4,3,4,3,3,1,1,2,0,0,0.00,6,43294.90,109,4906.60,820,335.45,7085,45.30,159852,22.95,285070,14.40
1056,2014-05-13,4,6,14,20,23,26,35,19,40,,,4,3,2,5,2,2,2,1,0,0,0.00,10,19253.40,103,3848.50,643,317.05,5698,41.75,121894,22.30,214032,14.25
1055,2014-05-06,3,11,15,25,28,29,41,4,43,,25,3,4,6,1,1,2,3,0,1,0,0.00,6,27526.60,89,3820.60,482,362.80,4594,44.40,105538,22.10,182559,14.30
1054,2014-04-29,1,4,7,10,12,25,35,5,33,,"4,12,35",5,2,4,3,4,1,1,1,0,0,0.00,5,22483.05,66,3506.70,508,234.30,3827,36.30,80937,19.60,140044,12.70
1053,2014-04-22,4,5,12,30,35,36,43,16,40,,"5,35",3,4,3,4,2,1,1,2,1,0,0.00,1,83026.65,35,4883.90,208,422.65,2054,49.95,47789,24.55,83609,15.70
1052,2014-04-15,5,17,22,27,29,31,35,12,38,,35,3,4,6,1,1,1,3,2,0,1,15000000.00,6,35146.90,111,3911.40,702,318.05,6013,43.30,136847,21.75,237785,14.05
1051,2014-04-08,6,12,18,19,24,25,35,23,31,,19,4,3,3,4,1,3,2,1,0,0,0.00,5,28871.70,75,3962.80,485,315.15,4224,42.20,94994,21.45,159067,14.35
1050,2014-04-01,1,10,16,19,21,31,40,17,42,,"16,40",5,2,4,3,2,2,1,2,0,0,0.00,2,48427.35,43,4637.35,277,370.20,2841,42.10,62443,21.90,100520,15.25
1049,2014-03-25,15,16,23,29,33,40,45,22,41,,33,2,5,5,2,0,2,2,2,1,0,0.00,3,27177.80,33,5086.75,184,469.20,1890,53.30,44984,25.60,77732,16.60
1048,2014-03-18,2,4,19,24,30,33,38,3,20,,19,3,4,2,5,2,1,2,2,0,1,30000000.00,7,50036.00,167,4318.00,1001,370.50,8890,48.65,207558,23.80,380283,14.55
1047,2014-03-11,14,16,17,19,22,41,43,7,44,,41,5,2,4,3,0,4,1,0,2,0,0.00,9,29542.70,105,5213.40,871,323.20,6707,48.95,153283,24.50,285096,14.75
1046,2014-03-04,24,30,32,34,38,41,42,13,28,,"34,38",0,7,1,6,0,0,2,3,2,0,0.00,5,42398.50,124,3519.80,575,390.35,5177,50.60,116096,25.80,215148,15.60
1045,2014-02-25,3,16,20,21,34,37,38,6,13,,,4,3,3,4,1,2,1,3,0,0,0.00,2,86039.15,78,4542.05,526,346.40,4374,48.60,99697,24.35,185956,14.65
1044,2014-02-18,1,4,7,11,27,30,36,19,25,,"7,36",4,3,4,3,3,1,2,1,0,0,0.00,6,17754.10,102,2150.15,565,199.65,4397,29.95,84798,17.75,139416,12.10
1043,2014-02-11,7,15,20,22,28,36,38,21,26,,22,4,3,2,5,1,2,2,2,0,0,0.00,3,27054.85,34,4914.80,267,321.85,2317,43.25,52390,21.85,94581,13.60
1042,2014-02-04,3,5,22,26,39,43,44,8,15,,"22,26",3,4,4,3,2,0,2,1,2,1,15000000.00,3,69143.65,104,4106.40,699,314.20,5273,48.60,122493,23.90,226589,14.50
1041,2014-01-28,4,14,22,25,26,31,36,12,30,,31,3,4,2,5,1,1,3,2,0,0,0.00,1,158406.30,78,4181.15,482,348.00,4286,45.65,95892,23.30,173119,14.50
1040,2014-01-21,1,7,16,23,29,31,42,15,30,,,3,4,5,2,2,1,2,1,1,0,0.00,1,105729.10,46,4732.10,306,365.85,2785,46.90,63801,23.40,111580,15.00
1039,2014-01-14,21,22,24,36,40,44,45,4,38,,21,2,5,2,5,0,0,3,2,2,0,0.00,4,21833.05,49,3669.40,260,355.65,2135,50.55,48646,25.35,92499,14.95
1038,2014-01-07,14,17,19,20,21,28,29,1,45,,14,5,2,4,3,0,4,3,0,0,1,10000000.00,6,28420.85,101,3476.05,529,341.30,5469,38.50,115546,20.85,190664,14.15
1037,2013-12-31,4,7,9,13,14,36,41,43,44,,"4,36",5,2,4,3,3,2,0,1,1,0,0.00,2,55465.55,37,6172.65,299,392.85,3029,45.25,70814,22.10,114911,15.30
1036,2013-12-24,4,6,22,24,33,36,42,7,16,,"24,36",3,4,1,6,2,0,2,2,1,0,0.00,2,45661.60,46,4087.35,314,307.95,2555,44.15,53771,24.00,97024,14.90
1035,2013-12-17,17,20,24,26,34,36,39,22,23,,20,2,5,2,5,0,2,2,3,0,1,70000000.00,21,39813.25,417,4127.90,2808,315.25,22134,46.65,495668,23.80,900988,14.70
1034,2013-12-10,9,11,20,35,38,42,43,8,32,,20,3,4,4,3,1,2,0,2,2,0,0.00,13,38179.80,244,4188.00,1437,365.70,13249,46.30,294241,23.80,521273,15.05
1033,2013-12-03,2,19,20,21,23,33,40,18,44,,40,4,3,4,3,1,2,2,2,0,0,0.00,6,50101.20,136,4550.70,831,383.00,7726,48.05,179375,23.65,316310,15.05
1032,2013-11-26,5,6,12,24,26,31,40,11,43,,,3,4,2,5,2,1,2,2,0,0,0.00,4,57805.95,131,3633.95,696,351.75,6223,45.90,142312,22.95,251743,14.55
1031,2013-11-19,7,9,19,30,37,42,44,11,33,,30,3,4,4,3,2,1,1,1,2,0,0.00,4,47494.30,117,3343.00,577,348.60,5331,44.00,118165,22.70,214763,14.00
1030,2013-11-12,5,6,8,29,30,36,38,16,43,,6,3,4,2,5,3,0,2,2,0,0,0.00,1,157703.30,68,4774.75,391,427.05,3663,53.20,92951,23.95,170201,14.65
1029,2013-11-05,3,6,10,17,18,37,45,19,25,,45,5,2,4,3,3,2,0,1,1,0,0.00,4,23996.40,44,4491.30,300,338.75,2422,48.95,57910,23.40,111497,13.60
1028,2013-10-29,7,13,29,32,39,43,45,16,36,,7,2,5,6,1,1,1,1,2,2,0,0.00,2,39054.15,38,4231.85,232,356.50,2298,42.00,48609,22.70,80858,15.30
1027,2013-10-22,7,15,20,21,24,28,42,8,40,,,4,3,3,4,1,2,3,0,1,1,20000000.00,3,66714.35,104,3962.10,543,390.25,5566,44.40,128844,21.95,223070,14.20
1026,2013-10-15,2,5,10,18,22,36,39,1,11,,"5,39",5,2,2,5,3,1,1,2,0,0,0.00,3,56817.20,107,3279.70,568,317.75,5035,41.80,105375,22.85,192597,14.00
1025,2013-10-08,5,24,28,32,38,39,45,29,30,,,1,6,3,4,1,0,2,3,1,0,0.00,5,28202.80,49,5924.95,383,389.85,3289,52.95,77944,25.55,141069,15.80
1024,2013-10-01,1,8,11,12,27,36,42,9,13,,42,4,3,3,4,2,2,1,1,1,0,0.00,5,19889.30,50,4094.85,361,291.70,2944,41.75,66041,21.25,126576,12.45
1023,2013-09-24,10,14,20,33,37,42,43,9,40,,,3,4,3,4,1,2,0,2,2,0,0.00,2,40128.25,26,6355.15,225,377.70,1895,52.30,43416,26.10,76832,16.55
1022,2013-09-17,8,9,24,27,31,41,44,13,38,,,2,5,4,3,2,0,2,1,2,1,5000000.00,3,30745.10,32,5934.25,275,355.15,2230,51.10,51496,25.30,99456,14.65
1021,2013-09-10,12,18,20,21,29,37,40,8,13,,18,4,3,3,4,0,3,2,2,0,0,0.00,0,0.00,36,7010.25,297,294.15,2034,50.10,49367,23.60,97775,13.35
1020,2013-09-03,8,18,22,23,26,28,31,7,34,,"18,28,31",3,4,2,5,1,1,4,1,0,1,22236652.87,10,25449.50,149,3516.50,919,293.20,7837,40.10,170766,21.05,297586,13.55
1019,2013-08-27,7,18,19,28,31,33,37,10,21,,7,3,4,5,2,1,2,1,3,0,0,0.00,3,65243.05,99,4070.40,689,300.80,5496,44.00,125396,22.05,234814,13.20
1018,2013-08-20,7,9,17,26,36,38,45,41,44,,,3,4,4,3,2,1,1,2,1,0,0.00,8,21963.95,73,4955.60,522,356.40,4536,47.85,103432,24.00,177555,15.65
1017,2013-08-13,1,11,14,30,31,33,43,15,27,,"30,33",3,4,5,2,1,2,1,2,1,0,0.00,3,45137.90,54,5162.85,393,364.85,3360,49.80,77946,24.55,146639,14.60
1016,2013-08-06,16,25,27,29,30,33,37,3,21,,"16,29",1,6,5,2,0,1,4,2,0,0,0.00,6,16221.45,48,4174.65,280,368.05,2409,49.90,54902,25.05,107958,14.25
1015,2013-07-30,3,7,13,16,21,29,39,9,43,,,5,2,6,1,2,2,2,1,0,0,0.00,2,43339.05,47,3796.90,414,221.70,3171,33.75,66067,18.50,109538,12.50
1014,2013-07-23,8,28,31,34,37,40,41,39,42,,,1,6,3,4,1,0,1,4,1,1,10000000.00,2,82158.05,73,4634.20,474,367.05,4286,47.35,96630,24.00,165529,15.70
1013,2013-07-16,2,6,9,33,36,42,43,21,35,,2,3,4,3,4,3,0,0,2,2,0,0.00,1,100461.20,55,3760.60,279,381.25,2345,52.90,55486,25.55,98932,16.05
1012,2013-07-09,1,2,7,11,13,17,41,33,40,,13,6,1,6,1,3,3,0,0,1,0,0.00,2,42184.90,56,3101.85,359,248.85,3735,27.90,69112,17.25,99971,13.35
1011,2013-07-02,13,15,20,31,38,42,45,18,35,,20,3,4,4,3,0,3,0,2,2,2,25000000.00,17,30990.05,287,3779.30,1697,328.70,13820,47.10,310510,23.95,564205,14.80
1010,2013-06-25,4,7,10,16,17,20,41,5,36,,20,6,1,3,4,3,3,0,0,1,0,0.00,4,78522.40,194,3333.25,1098,302.90,9102,42.65,197382,22.45,351917,14.10
1009,2013-06-18,1,9,20,29,31,35,40,27,44,,29,3,4,5,2,2,1,1,3,0,0,0.00,10,26814.05,148,3730.10,818,347.10,7065,46.90,161144,23.50,284043,14.95
1008,2013-06-11,3,6,24,25,26,29,38,19,30,,26,2,5,3,4,2,0,4,1,0,0,0.00,7,32258.30,127,3660.60,732,326.65,5917,47.15,135095,23.60,249576,14.30
1007,2013-06-04,2,5,17,18,22,26,41,10,40,,26,5,2,3,4,2,2,2,0,1,0,0.00,7,27168.40,110,3559.50,656,306.95,5124,45.85,114172,23.50,204756,14.70
1006,2013-05-28,1,14,25,26,30,31,35,18,27,,,2,5,4,3,1,1,3,2,0,0,0.00,3,59265.30,64,5719.55,488,385.75,4429,49.60,103463,24.25,187146,15.05
1005,2013-05-21,2,3,19,23,39,41,43,11,33,,41,3,4,6,1,2,1,1,1,2,0,0.00,5,30660.70,76,4152.95,533,304.55,4045,46.80,92201,23.45,174442,13.90
1004,2013-05-14,1,9,12,13,22,26,41,34,39,,,5,2,4,3,2,2,2,0,1,0,0.00,3,33847.65,40,5226.45,281,382.60,2760,45.45,64123,22.35,98520,16.30
1003,2013-05-07,16,18,24,28,31,35,44,4,20,,44,2,5,2,5,0,2,2,2,1,0,0.00,4,20265.00,47,3550.80,267,321.45,1966,50.95,45710,25.05,85937,14.95
1002,2013-04-30,6,12,26,27,32,39,44,14,41,,"12,27,39",2,5,2,5,1,1,2,2,1,1,30000000.00,5,55303.55,123,4628.45,834,351.05,7074,48.30,160791,24.30,278733,15.70
1001,2013-04-23,7,12,19,27,35,39,41,8,21,,7,3,4,6,1,1,2,1,2,1,0,0.00,7,30349.75,128,3417.15,783,287.30,5956,44.05,133943,22.40,248372,13.55
1000,2013-04-16,4,7,16,22,24,37,40,20,43,,,4,3,2,5,2,1,2,2,0,0,0.00,8,21327.90,79,4446.60,536,337.05,4593,45.90,107671,22.35,181511,14.85
999,2013-04-09,3,6,8,23,32,36,45,15,21,,,3,4,3,4,3,0,1,2,1,0,0.00,7,22829.55,67,4910.65,531,318.65,4390,44.95,97155,23.20,175588,14.40
998,2013-04-02,7,12,17,35,40,42,44,30,36,,44,3,4,3,4,1,2,0,2,2,0,0.00,3,44689.20,76,3631.85,434,327.10,3481,47.60,78635,24.05,141367,15.00
997,2013-03-26,14,18,19,21,25,43,44,12,20,,,4,3,4,3,0,3,2,0,2,0,0.00,2,46778.40,39,4938.90,251,394.65,2229,51.85,51456,25.65,98357,15.05
996,2013-03-19,1,7,11,26,33,37,40,2,27,,40,3,4,5,2,2,1,1,3,0,0,0.00,2,39851.30,43,3816.15,298,283.20,2557,38.50,52818,21.30,94476,13.35
995,2013-03-12,3,8,10,21,28,38,40,19,42,,3,4,3,2,5,3,0,2,2,0,1,15780618.95,5,36858.30,99,3832.55,657,297.00,5523,41.20,121200,21.45,213189,13.70
994,2013-03-05,2,3,5,11,26,27,44,19,45,,,4,3,4,3,3,1,2,0,1,0,0.00,6,28449.55,84,4183.75,605,298.75,4987,42.30,116713,20.65,205366,13.15
993,2013-02-26,7,8,10,12,18,23,34,26,35,,18,5,2,2,5,3,2,1,1,0,0,0.00,5,28259.65,88,3305.75,511,292.80,4466,39.10,100024,19.95,162050,13.80
992,2013-02-19,1,2,18,20,27,35,41,22,28,,2,4,3,4,3,2,2,1,1,1,0,0.00,3,31699.45,41,4775.40,261,385.80,2163,54.30,52252,25.70,99099,15.20
991,2013-02-12,2,3,5,16,28,42,43,27,39,,42,4,3,3,4,3,1,1,0,2,0,0.00,0,0.00,27,9001.30,191,440.45,1875,52.35,44931,24.95,81583,15.40
990,2013-02-05,17,19,27,30,37,42,45,8,18,,19,2,5,5,2,0,2,2,1,2,1,2000000.00,5,16744.95,48,3591.15,299,296.50,2224,46.50,51584,22.90,91184,14.55
989,2013-01-29,6,19,22,34,36,38,39,17,40,,39,3,4,2,5,1,1,1,4,0,1,22805037.62,5,48725.00,136,3688.10,772,334.15,6748,44.60,148823,23.10,251421,15.35
988,2013-01-22,1,14,24,27,28,30,39,8,17,,28,2,5,3,4,1,1,4,1,0,0,0.00,5,42112.25,96,4515.70,603,369.75,5189,50.15,123133,24.15,234563,14.20
987,2013-01-15,7,17,21,28,34,36,44,25,31,,,3,4,3,4,1,1,2,2,1,0,0.00,5,38895.65,109,3673.35,613,335.90,5473,43.90,124113,22.10,210884,14.60
986,2013-01-08,1,13,15,30,35,39,40,25,33,,"30,39",3,4,5,2,1,2,1,3,0,0,0.00,7,23693.40,77,4434.60,512,343.00,3979,51.50,96184,24.35,175961,14.90
985,2013-01-01,8,19,25,28,30,39,42,43,44,,28,2,5,3,4,1,1,3,1,1,0,0.00,1,81159.15,37,4516.00,215,399.70,2018,49.70,48037,23.85,80077,16.05
984,2012-12-25,2,5,15,16,20,28,32,10,24,,15,5,2,2,5,2,3,1,1,0,0,0.00,0,0.00,48,4692.00,260,299.85,2001,45.45,46588,22.30,88072,13.25
983,2012-12-18,12,15,19,22,36,41,43,1,38,,"15,12",4,3,4,3,0,3,1,1,2,1,40000000.00,12,30754.92,194,3916.65,1134,344.60,11094,41.10,232356,22.40,383474,15.25
982,2012-12-11,3,5,12,15,21,25,30,20,32,,"21,3",5,2,5,2,2,2,3,0,0,0,0.00,6,39538.67,186,2625.90,991,253.45,8636,33.95,171937,19.50,268783,13.95
981,2012-12-04,1,3,7,14,21,24,31,10,34,,1,5,2,5,2,3,1,2,1,0,0,0.00,6,31737.83,123,3187.45,758,266.00,6316,37.25,133270,20.15,217853,13.85
980,2012-11-27,1,9,13,16,22,33,34,4,5,,34,5,2,4,3,2,2,1,2,0,0,0.00,8,21567.63,92,3861.20,497,367.60,4379,48.65,101405,24.00,194507,14.05
979,2012-11-20,19,24,26,34,39,43,44,5,31,,39,1,6,3,4,0,1,2,2,2,0,0.00,3,37073.67,46,4977.96,309,381.10,2571,53.45,60280,26.05,110041,16.00
978,2012-11-13,3,7,8,12,17,37,39,23,32,,"8,7",5,2,5,2,3,2,0,2,0,0,0.00,3,29121.00,49,3670.76,301,307.30,2622,41.15,60516,20.40,101697,13.60
977,2012-11-06,2,7,8,13,15,29,43,20,21,,8,5,2,5,2,3,2,1,0,1,4,27993037.75,64,29454.91,1118,3471.50,6475,308.25,57192,40.70,1261983,21.10,2178041,13.70
976,2012-10-30,4,5,8,16,21,26,31,32,41,,"21,16",5,2,3,4,3,1,2,1,0,0,0.00,21,53228.29,601,3829.20,3349,353.40,32915,41.95,715627,22.05,1182139,14.95
975,2012-10-23,2,14,16,21,25,27,41,32,43,,16,4,3,4,3,1,2,3,0,1,0,0.00,12,50985.83,300,4198.85,1694,382.40,15860,47.65,369795,23.35,640316,15.10
974,2012-10-16,4,5,8,16,23,44,45,24,36,,4,4,3,3,4,3,1,1,0,2,0,0.00,9,36280.00,162,4149.65,980,352.80,8928,45.20,203059,22.70,349838,14.75
973,2012-10-09,1,4,12,15,22,33,43,30,45,,"15,33",5,2,4,3,2,2,1,1,1,0,0.00,11,20928.00,106,4471.30,717,339.95,6042,47.05,138838,23.40,242313,15.05
972,2012-10-02,2,11,13,15,28,33,41,16,17,,15,4,3,5,2,1,3,1,1,1,0,0.00,4,38642.50,83,3834.10,487,336.05,4278,44.65,94038,23.20,168990,14.45
971,2012-09-25,5,15,29,35,40,44,45,12,36,,,2,5,5,2,1,1,1,2,2,0,0.00,3,47209.33,70,4165.56,407,368.45,4430,39.50,88238,22.65,147130,15.25
970,2012-09-18,6,7,11,12,14,16,17,10,39,,12,7,0,3,4,2,5,0,0,0,0,0.00,6,20803.83,87,2953.90,533,247.95,4494,34.30,88407,19.95,144223,13.70
969,2012-09-11,1,9,10,12,20,26,32,17,19,,"20,32",5,2,2,5,3,2,1,1,0,0,0.00,3,29096.33,50,3594.26,320,288.80,2463,43.80,55902,22.05,102011,13.55
968,2012-09-04,6,18,20,32,33,34,44,2,23,,,3,4,1,6,1,2,0,3,1,0,0.00,2,39271.50,26,6219.50,223,372.95,1853,52.35,42007,26.40,79067,15.70
967,2012-08-28,12,25,26,28,35,39,42,5,18,,35,1,6,3,4,0,1,3,2,1,1,13000000.00,4,45850.25,79,4779.59,519,374.15,4671,48.50,109270,23.70,197010,14.75
